0.1 0.75 0.0001
0.11 0.75 0.0
0.12 0.75 1e-05
0.13 0.75 0.0
0.14 0.75 0.0
0.15 0.75 0.0
0.16 0.75 0.0
0.17 0.75 1e-05
0.18 0.75 0.0
0.19 0.75 0.0
0.2 0.75 0.0
0.21 0.75 0.0
0.22 0.75 0.0
0.23 0.75 0.0
0.24 0.75 0.0
0.25 0.75 0.0
0.1 0.76 0.44025
0.11 0.76 0.00095
0.12 0.76 0.09185
0.13 0.76 0.00065
0.14 0.76 2e-05
0.15 0.76 0.0
0.16 0.76 1e-05
0.17 0.76 0.0
0.18 0.76 0.0
0.19 0.76 0.0
0.2 0.76 0.0
0.21 0.76 0.0
0.22 0.76 0.0
0.23 0.76 0.0
0.24 0.76 0.0
0.25 0.76 0.0
0.1 0.77 0.8232
0.11 0.77 0.5776
0.12 0.77 0.16415
0.13 0.77 0.00024
0.14 0.77 1e-05
0.15 0.77 1e-05
0.16 0.77 2e-05
0.17 0.77 1e-05
0.18 0.77 0.0
0.19 0.77 0.0
0.2 0.77 0.0
0.21 0.77 0.0
0.22 0.77 0.0
0.23 0.77 0.0
0.24 0.77 0.0
0.25 0.77 0.0
0.1 0.78 0.38315
0.11 0.78 0.22887
0.12 0.78 0.5081
0.13 0.78 0.40555
0.14 0.78 0.13062
0.15 0.78 0.01492
0.16 0.78 0.00019
0.17 0.78 0.0
0.18 0.78 2e-05
0.19 0.78 1e-05
0.2 0.78 0.0
0.21 0.78 0.0
0.22 0.78 0.0
0.23 0.78 0.0
0.24 0.78 0.0
0.25 0.78 0.0
0.1 0.79 0.00248
0.11 0.79 0.10502
0.12 0.79 0.11402
0.13 0.79 0.08022
0.14 0.79 0.25409
0.15 0.79 0.56045
0.16 0.79 0.00568
0.17 0.79 0.00166
0.18 0.79 9e-05
0.19 0.79 0.0
0.2 0.79 0.0
0.21 0.79 0.0
0.22 0.79 0.0
0.23 0.79 0.0
0.24 0.79 0.0
0.25 0.79 0.0
0.1 0.8 0.0
0.11 0.8 2e-05
0.12 0.8 0.00174
0.13 0.8 0.00784
0.14 0.8 0.03618
0.15 0.8 0.52531
0.16 0.8 0.39026
0.17 0.8 0.3607
0.18 0.8 0.00014
0.19 0.8 6e-05
0.2 0.8 2e-05
0.21 0.8 0.0
0.22 0.8 0.0
0.23 0.8 0.0
0.24 0.8 0.0
0.25 0.8 0.0
0.1 0.81 0.01606
0.11 0.81 0.00474
0.12 0.81 0.0011
0.13 0.81 5e-05
0.14 0.81 0.0
0.15 0.81 0.09223
0.16 0.81 0.01894
0.17 0.81 0.01391
0.18 0.81 0.0048
0.19 0.81 0.00227
0.2 0.81 5e-05
0.21 0.81 0.0
0.22 0.81 0.0
0.23 0.81 1e-05
0.24 0.81 0.0
0.25 0.81 1e-05
0.1 0.82 0.00472
0.11 0.82 0.0
0.12 0.82 0.0
0.13 0.82 0.0
0.14 0.82 0.00453
0.15 0.82 0.0
0.16 0.82 0.0
0.17 0.82 0.00672
0.18 0.82 0.02444
0.19 0.82 0.00019
0.2 0.82 0.00032
0.21 0.82 1e-05
0.22 0.82 1e-05
0.23 0.82 2e-05
0.24 0.82 0.0
0.25 0.82 2e-05
0.1 0.83 0.01995
0.11 0.83 0.0
0.12 0.83 0.0
0.13 0.83 0.0
0.14 0.83 0.0
0.15 0.83 0.0
0.16 0.83 0.0
0.17 0.83 0.0
0.18 0.83 0.0
0.19 0.83 0.22091
0.2 0.83 0.16166
0.21 0.83 3e-05
0.22 0.83 0.00024
0.23 0.83 2e-05
0.24 0.83 1e-05
0.25 0.83 2e-05
0.1 0.84 7e-05
0.11 0.84 0.0
0.12 0.84 0.0
0.13 0.84 0.0
0.14 0.84 0.0
